Time,frame_num
1733363520.1803315,frame73.png
1733363533.5962331,frame74.png
1733363545.050331,frame75.png
1733363555.8251712,frame76.png
1733363690.2996526,frame77.png
1733363725.9482193,frame78.png
1733363726.0988724,frame79.png
1733363791.51937,frame80.png
1733363800.8264308,frame81.png
1733363810.1144936,frame82.png
1733363820.0261858,frame83.png
1733363829.7119799,frame84.png
1733363839.7409494,frame85.png
1733363849.4504945,frame86.png
1733363857.9356256,frame87.png
1733363868.8089457,frame88.png
1733363885.016074,frame89.png
1733363894.4438086,frame90.png
1733363906.3586593,frame91.png
1733363916.830519,frame92.png
1733363926.3382545,frame93.png
1733363937.476111,frame94.png
1733363948.363178,frame95.png
1733363957.1288097,frame96.png
1733363966.3562737,frame97.png
1733363976.2246602,frame98.png
1733363991.3899124,frame99.png
1733364003.7201836,frame100.png
1733364018.1699367,frame101.png
1733364033.8552804,frame102.png
1733364034.0299687,frame103.png
1733364044.608052,frame104.png
1733364068.839793,frame105.png
1733364078.8496163,frame106.png
1733364090.5840766,frame107.png
1733364101.6968787,frame108.png
1733364117.9439783,frame109.png
1733364126.5697155,frame110.png
1733364138.5657432,frame111.png
1733364148.2938635,frame112.png
1733364169.4371293,frame113.png
1733364181.2322865,frame114.png
1733364190.7407608,frame115.png
1733364206.1656265,frame116.png
1733364218.321768,frame117.png
1733364228.1928334,frame118.png
1733364240.9218237,frame119.png
1733364258.1793873,frame120.png
1733364274.7085443,frame121.png
1733364287.0852973,frame122.png
1733364287.21873,frame123.png
1733364309.4315248,frame124.png
1733364309.6057189,frame125.png
1733364327.8459241,frame126.png
1733364328.0195117,frame127.png
1733364351.7374802,frame128.png
1733364351.9103835,frame129.png
1733364363.1836863,frame130.png
1733364374.4236207,frame131.png
1733364384.4531813,frame132.png
1733364395.0458534,frame133.png
1733364452.7346103,frame134.png
1733364462.0223684,frame135.png
1733364471.4917126,frame136.png
1733364481.5200076,frame137.png
1733364491.3287783,frame138.png
1733364503.2048733,frame139.png
1733364522.5822527,frame140.png
1733364522.7759504,frame141.png
1733364535.2203515,frame142.png
1733364546.7538712,frame143.png
1733364559.8330355,frame144.png
1733364572.9716837,frame145.png
1733364581.857724,frame146.png
1733364591.6102388,frame147.png
1733364601.1551847,frame148.png
1733364610.9240553,frame149.png
1733364623.3602583,frame150.png
1733364633.411272,frame151.png
1733364644.864431,frame152.png
1733364655.3963983,frame153.png
1733364669.0360014,frame154.png
1733364669.2093124,frame155.png
1733364679.6678052,frame156.png
1733364691.6034374,frame157.png
1733364705.7248175,frame158.png
1733364717.3791745,frame159.png
1733364728.7533262,frame160.png
1733364750.0149674,frame161.png
1733364774.708704,frame162.png
1733364774.8822517,frame163.png
1733364803.9549925,frame164.png
1733364804.128931,frame165.png
1733364818.6794107,frame166.png
1733364829.5709593,frame167.png
1733364842.2888668,frame168.png
1733364853.2207184,frame169.png
1733364866.0789702,frame170.png
1733364875.8685462,frame171.png
1733364889.5884597,frame172.png
1733364910.1299708,frame173.png
1733364910.3037548,frame174.png
1733364922.8469892,frame175.png
1733364934.099332,frame176.png
1733364946.7578325,frame177.png
1733364960.1964703,frame178.png
1733364969.7390358,frame179.png
1733364980.8787017,frame180.png
1733364993.5963848,frame181.png
1733365029.2829733,frame182.png
1733365043.6246808,frame183.png
1733365056.1023712,frame184.png
1733365066.593515,frame185.png
1733365077.826438,frame186.png
1733365090.8773534,frame187.png
1733365100.934035,frame188.png
1733365117.904742,frame189.png
1733365129.2979689,frame190.png
1733365140.4511156,frame191.png
1733365151.3832932,frame192.png
1733365161.713006,frame193.png
1733365173.4687028,frame194.png
1733365192.3042014,frame195.png
